0.000000000;0
0.000009700;0
0.000019400;0
0.000029100;0
0.000038800;0
0.000048500;0
0.000058200;0
0.000067900;0
0.000077600;0
0.000087300;0
0.000097000;0
0.000106700;0
0.000116400;0
0.000126100;0
0.000135800;0
0.000145500;0
0.000155200;0
0.000164900;0
0.000174600;0
0.000184300;0
0.000194000;0
0.000203700;0
0.000213400;0
0.000223100;0
0.000232800;0
0.000242500;0
0.000252200;0
0.000261900;0
0.000271600;0
0.000281300;0
0.000291000;0
0.000300700;0
0.000310400;0
0.000320100;0
0.000329800;0
0.000339500;0
0.000349200;0
0.000358900;0
0.000368600;0
0.000378300;0
0.000388000;0
0.000397700;0
0.000407400;0
0.000417100;0
0.000426800;0
0.000436500;0
0.000446200;0
0.000455900;0
0.000465600;0
0.000475300;0
0.000485000;0
0.000494700;0
0.000504400;0
0.000514100;0
0.000523800;0
0.000533500;0
0.000543200;0
0.000552900;0
0.000562600;0
0.000572300;0
0.000582000;0
0.000591700;0
0.000601400;0
0.000611100;0
0.000620800;0
0.000630500;0
0.000640200;0
0.000649900;0
0.000659600;0
0.000669300;0
0.000679000;0
0.000688700;0
0.000698400;0
0.000708100;0
0.000717800;0
0.000727500;0
0.000737200;0
0.000746900;0
0.000756600;0
0.000766300;0
0.000776000;0
0.000785700;0
0.000795400;0
0.000805100;0
0.000814800;0
0.000824500;0
0.000834200;0
0.000843900;0
0.000853600;0
0.000863300;0
0.000873000;0
0.000882700;0
0.000892400;0
0.000902100;0
0.000911800;0
0.000921500;0
0.000931200;0
0.000940900;0
0.000950600;0
0.000960300;0
0.000970000;0
0.000979700;0
0.000989400;0
0.000999100;0
0.001008800;0
0.001018500;1
0.001028200;0
0.001037900;0
0.001047600;0
0.001057300;0
0.001067000;0
0.001076700;0
0.001086400;0
0.001096100;0
0.001105800;0
0.001115500;0
0.001125200;0
0.001134900;0
0.001144600;0
0.001154300;0
0.001164000;0
0.001173700;0
0.001183400;0
0.001193100;0
0.001202800;0
0.001212500;0
0.001222200;0
0.001231900;0
0.001241600;0
0.001251300;0
0.001261000;0
0.001270700;0
0.001280400;0
0.001290100;0
0.001299800;0
0.001309500;0
0.001319200;0
0.001328900;0
0.001338600;0
0.001348300;0
0.001358000;0
0.001367700;0
0.001377400;0
0.001387100;0
0.001396800;0
0.001406500;0
0.001416200;0
0.001425900;0
0.001435600;0
0.001445300;0
0.001455000;0
0.001464700;0
0.001474400;0
0.001484100;0
0.001493800;0
0.001503500;0
0.001513200;0
0.001522900;0
0.001532600;0
0.001542300;0
0.001552000;0
0.001561700;0
0.001571400;0
0.001581100;0
0.001590800;0
0.001600500;0
0.001610200;0
0.001619900;0
0.001629600;0
0.001639300;0
0.001649000;0
0.001658700;0
0.001668400;0
0.001678100;0
0.001687800;0
0.001697500;0
0.001707200;0
0.001716900;0
0.001726600;0
0.001736300;0
0.001746000;0
0.001755700;0
0.001765400;0
0.001775100;0
0.001784800;0
0.001794500;0
0.001804200;0
0.001813900;0
0.001823600;0
0.001833300;0
0.001843000;0
0.001852700;0
0.001862400;0
0.001872100;0
0.001881800;0
0.001891500;0
0.001901200;0
0.001910900;0
0.001920600;0
0.001930300;0
0.001940000;0
0.001949700;0
0.001959400;0
0.001969100;0
0.001978800;0
0.001988500;0
0.001998200;0
0.002007900;0
0.002017600;0
0.002027300;0
0.002037000;0
0.002046700;0
0.002056400;0
0.002066100;0
0.002075800;0
0.002085500;0
0.002095200;0
0.002104900;0
0.002114600;0
0.002124300;0
0.002134000;0
